Schluessel,YearSchluessel,Year,Stadt-/Landkreis,Erwerbslosenquote in %,Erwerbstätigenquote in %,Erwerbstätigenquote Frauen in %,Erwerbstätigenquote Männer in %,LAND_NAME,LAND_ABK
16051,201116051,2011,Erfurt,6.800000000000001,75.0,72.3,77.9,Thüringen,TH
16052,201116052,2011,Gera,7.1000000000000005,76.0,73.7,78.4,Thüringen,TH
16053,201116053,2011,Jena,5.5,72.2,69.7,74.60000000000001,Thüringen,TH
16054,201116054,2011,Suhl,4.7,78.9,75.60000000000001,82.2,Thüringen,TH
16055,201116055,2011,Weimar,6.4,73.5,72.2,74.8,Thüringen,TH
16056,201116056,2011,Eisenach,5.7,78.5,75.3,81.5,Thüringen,TH
16061,201116061,2011,Landkreis Eichsfeld,4.5,79.4,75.7,82.80000000000001,Thüringen,TH
16062,201116062,2011,Landkreis Nordhausen,7.1000000000000005,73.5,69.9,76.9,Thüringen,TH
16063,201116063,2011,Landkreis Wartburgkreis,4.1000000000000005,79.9,77.2,82.4,Thüringen,TH
16064,201116064,2011,Landkreis Unstrut-Hainich-Kreis,8.3,75.9,72.10000000000001,79.60000000000001,Thüringen,TH
16065,201116065,2011,Landkreis Kyffhäuserkreis,8.8,73.10000000000001,70.4,75.60000000000001,Thüringen,TH
16066,201116066,2011,Landkreis Schmalkalden-Meiningen,4.9,79.2,76.80000000000001,81.4,Thüringen,TH
16067,201116067,2011,Landkreis Gotha,5.6000000000000005,79.60000000000001,76.0,82.9,Thüringen,TH
16068,201116068,2011,Landkreis Sömmerda,7.1000000000000005,77.10000000000001,74.3,79.7,Thüringen,TH
16069,201116069,2011,Landkreis Hildburghausen,3.7,81.30000000000001,79.5,82.9,Thüringen,TH
16070,201116070,2011,Landkreis Ilm-Kreis,5.9,75.8,73.3,78.0,Thüringen,TH
16071,201116071,2011,Landkreis Weimarer Land,5.300000000000001,79.7,77.4,81.9,Thüringen,TH
16072,201116072,2011,Landkreis Sonneberg,3.5,81.30000000000001,78.30000000000001,84.10000000000001,Thüringen,TH
16073,201116073,2011,Landkreis Saalfeld-Rudolstadt,5.1000000000000005,79.9,78.10000000000001,81.60000000000001,Thüringen,TH
16074,201116074,2011,Landkreis Saale-Holzland-Kreis,5.2,80.10000000000001,77.4,82.60000000000001,Thüringen,TH
16075,201116075,2011,Landkreis Saale-Orla-Kreis,3.8000000000000003,80.4,77.0,83.60000000000001,Thüringen,TH
16076,201116076,2011,Landkreis Greiz,5.2,78.30000000000001,75.4,81.0,Thüringen,TH
16077,201116077,2011,Landkreis Altenburger Land,8.1,74.7,72.10000000000001,77.10000000000001,Thüringen,TH
