,YearSchluessel,Year,Stadt-/Landkreis,Gesamtbetrag der Einkünfte je Steuerpflichtigen in Tsd. EUR,LAND_NAME,LAND_ABK
8415,201008415,2010,Landkreis Reutlingen,35.0,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,38.800000000000004,Baden-Württemberg,BW
8415,201408415,2014,Landkreis Reutlingen,40.2,Baden-Württemberg,BW
8416,199508416,1995,Landkreis Tübingen,32.1,Baden-Württemberg,BW
8416,199808416,1998,Landkreis Tübingen,33.7,Baden-Württemberg,BW
8416,200108416,2001,Landkreis Tübingen,36.0,Baden-Württemberg,BW
8416,200408416,2004,Landkreis Tübingen,33.300000000000004,Baden-Württemberg,BW
8416,200708416,2007,Landkreis Tübingen,35.5,Baden-Württemberg,BW
8416,201008416,2010,Landkreis Tübingen,35.6,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,39.800000000000004,Baden-Württemberg,BW
8416,201408416,2014,Landkreis Tübingen,41.2,Baden-Württemberg,BW
8417,199508417,1995,Zollernalbkreis,32.5,Baden-Württemberg,BW
8417,199808417,1998,Zollernalbkreis,34.800000000000004,Baden-Württemberg,BW
8417,200108417,2001,Zollernalbkreis,35.300000000000004,Baden-Württemberg,BW
8417,200408417,2004,Zollernalbkreis,31.400000000000002,Baden-Württemberg,BW
8417,200708417,2007,Zollernalbkreis,33.2,Baden-Württemberg,BW
8417,201008417,2010,Zollernalbkreis,33.6,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,37.9,Baden-Württemberg,BW
8417,201408417,2014,Zollernalbkreis,39.6,Baden-Württemberg,BW
8421,199508421,1995,Ulm,30.900000000000002,Baden-Württemberg,BW
8421,199808421,1998,Ulm,33.300000000000004,Baden-Württemberg,BW
8421,200108421,2001,Ulm,35.300000000000004,Baden-Württemberg,BW
8421,200408421,2004,Ulm,32.9,Baden-Württemberg,BW
8421,200708421,2007,Ulm,35.0,Baden-Württemberg,BW
8421,201008421,2010,Ulm,36.300000000000004,Baden-Württemberg,BW
8421,201308421,2013,Ulm,41.400000000000006,Baden-Württemberg,BW
8421,201408421,2014,Ulm,43.2,Baden-Württemberg,BW
8425,199508425,1995,Alb-Donau-Kreis,30.900000000000002,Baden-Württemberg,BW
8425,199808425,1998,Alb-Donau-Kreis,32.7,Baden-Württemberg,BW
8425,200108425,2001,Alb-Donau-Kreis,34.6,Baden-Württemberg,BW
8425,200408425,2004,Alb-Donau-Kreis,31.3,Baden-Württemberg,BW
8425,200708425,2007,Alb-Donau-Kreis,33.7,Baden-Württemberg,BW
8425,201008425,2010,Alb-Donau-Kreis,33.800000000000004,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,38.300000000000004,Baden-Württemberg,BW
8425,201408425,2014,Alb-Donau-Kreis,39.6,Baden-Württemberg,BW
8426,199508426,1995,Landkreis Biberach,30.400000000000002,Baden-Württemberg,BW
8426,199808426,1998,Landkreis Biberach,30.8,Baden-Württemberg,BW
8426,200108426,2001,Landkreis Biberach,33.6,Baden-Württemberg,BW
8426,200408426,2004,Landkreis Biberach,32.2,Baden-Württemberg,BW
8426,200708426,2007,Landkreis Biberach,33.9,Baden-Württemberg,BW
8426,201008426,2010,Landkreis Biberach,35.800000000000004,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,39.5,Baden-Württemberg,BW
8426,201408426,2014,Landkreis Biberach,40.900000000000006,Baden-Württemberg,BW
8435,199508435,1995,Bodenseekreis,31.0,Baden-Württemberg,BW
8435,199808435,1998,Bodenseekreis,33.6,Baden-Württemberg,BW
8435,200108435,2001,Bodenseekreis,35.300000000000004,Baden-Württemberg,BW
8435,200408435,2004,Bodenseekreis,32.0,Baden-Württemberg,BW
8435,200708435,2007,Bodenseekreis,34.6,Baden-Württemberg,BW
8435,201008435,2010,Bodenseekreis,35.4,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,40.1,Baden-Württemberg,BW
8435,201408435,2014,Bodenseekreis,41.800000000000004,Baden-Württemberg,BW
8436,199508436,1995,Landkreis Ravensburg,30.400000000000002,Baden-Württemberg,BW
8436,199808436,1998,Landkreis Ravensburg,32.800000000000004,Baden-Württemberg,BW
8436,200108436,2001,Landkreis Ravensburg,33.4,Baden-Württemberg,BW
8436,200408436,2004,Landkreis Ravensburg,31.0,Baden-Württemberg,BW
8436,200708436,2007,Landkreis Ravensburg,33.0,Baden-Württemberg,BW
8436,201008436,2010,Landkreis Ravensburg,33.800000000000004,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,37.9,Baden-Württemberg,BW
8436,201408436,2014,Landkreis Ravensburg,39.300000000000004,Baden-Württemberg,BW
8437,199508437,1995,Landkreis Sigmaringen,29.400000000000002,Baden-Württemberg,BW
8437,199808437,1998,Landkreis Sigmaringen,30.0,Baden-Württemberg,BW
8437,200108437,2001,Landkreis Sigmaringen,31.3,Baden-Württemberg,BW
8437,200408437,2004,Landkreis Sigmaringen,29.0,Baden-Württemberg,BW
8437,200708437,2007,Landkreis Sigmaringen,30.400000000000002,Baden-Württemberg,BW
8437,201008437,2010,Landkreis Sigmaringen,31.5,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,35.300000000000004,Baden-Württemberg,BW
8437,201408437,2014,Landkreis Sigmaringen,36.800000000000004,Baden-Württemberg,BW
9161,199509161,1995,Ingolstadt,30.3,Bayern,BY
9161,199809161,1998,Ingolstadt,32.300000000000004,Bayern,BY
9161,200109161,2001,Ingolstadt,34.800000000000004,Bayern,BY
9161,200409161,2004,Ingolstadt,32.800000000000004,Bayern,BY
9161,200709161,2007,Ingolstadt,35.300000000000004,Bayern,BY
9161,201009161,2010,Ingolstadt,36.2,Bayern,BY
9161,201309161,2013,Ingolstadt,43.6,Bayern,BY
9161,201409161,2014,Ingolstadt,44.2,Bayern,BY
9162,199509162,1995,München,33.9,Bayern,BY
9162,199809162,1998,München,38.400000000000006,Bayern,BY
9162,200109162,2001,München,42.7,Bayern,BY
9162,200409162,2004,München,38.1,Bayern,BY
9162,200709162,2007,München,42.2,Bayern,BY
9162,201009162,2010,München,42.1,Bayern,BY
9162,201309162,2013,München,47.2,Bayern,BY
9162,201409162,2014,München,49.300000000000004,Bayern,BY
9163,199509163,1995,Rosenheim,30.1,Bayern,BY
9163,199809163,1998,Rosenheim,31.900000000000002,Bayern,BY
9163,200109163,2001,Rosenheim,33.300000000000004,Bayern,BY
9163,200409163,2004,Rosenheim,33.4,Bayern,BY
9163,200709163,2007,Rosenheim,32.6,Bayern,BY
9163,201009163,2010,Rosenheim,33.800000000000004,Bayern,BY
9163,201309163,2013,Rosenheim,36.300000000000004,Bayern,BY
9163,201409163,2014,Rosenheim,37.300000000000004,Bayern,BY
9171,199509171,1995,Landkreis Altötting,29.200000000000003,Bayern,BY
9171,199809171,1998,Landkreis Altötting,30.200000000000003,Bayern,BY
9171,200109171,2001,Landkreis Altötting,31.700000000000003,Bayern,BY
9171,200409171,2004,Landkreis Altötting,28.8,Bayern,BY
9171,200709171,2007,Landkreis Altötting,31.5,Bayern,BY
9171,201009171,2010,Landkreis Altötting,32.7,Bayern,BY
9171,201309171,2013,Landkreis Altötting,35.9,Bayern,BY
9171,201409171,2014,Landkreis Altötting,37.300000000000004,Bayern,BY
9172,199509172,1995,Landkreis Berchtesgadener Land,27.5,Bayern,BY
9172,199809172,1998,Landkreis Berchtesgadener Land,28.700000000000003,Bayern,BY
9172,200109172,2001,Landkreis Berchtesgadener Land,30.900000000000002,Bayern,BY
9172,200409172,2004,Landkreis Berchtesgadener Land,27.8,Bayern,BY
9172,200709172,2007,Landkreis Berchtesgadener Land,29.200000000000003,Bayern,BY
9172,201009172,2010,Landkreis Berchtesgadener Land,30.5,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,34.0,Bayern,BY
9172,201409172,2014,Landkreis Berchtesgadener Land,35.4,Bayern,BY
9173,199509173,1995,Landkreis Bad Tölz-Wolfratshausen,34.2,Bayern,BY
9173,199809173,1998,Landkreis Bad Tölz-Wolfratshausen,37.6,Bayern,BY
9173,200109173,2001,Landkreis Bad Tölz-Wolfratshausen,39.2,Bayern,BY
9173,200409173,2004,Landkreis Bad Tölz-Wolfratshausen,35.2,Bayern,BY
9173,200709173,2007,Landkreis Bad Tölz-Wolfratshausen,42.0,Bayern,BY
9173,201009173,2010,Landkreis Bad Tölz-Wolfratshausen,38.800000000000004,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,42.6,Bayern,BY
9173,201409173,2014,Landkreis Bad Tölz-Wolfratshausen,44.0,Bayern,BY
9174,199509174,1995,Landkreis Dachau,33.9,Bayern,BY
9174,199809174,1998,Landkreis Dachau,37.2,Bayern,BY
9174,200109174,2001,Landkreis Dachau,39.6,Bayern,BY
9174,200409174,2004,Landkreis Dachau,36.0,Bayern,BY
9174,200709174,2007,Landkreis Dachau,38.0,Bayern,BY
9174,201009174,2010,Landkreis Dachau,39.300000000000004,Bayern,BY
9174,201309174,2013,Landkreis Dachau,43.400000000000006,Bayern,BY
9174,201409174,2014,Landkreis Dachau,45.0,Bayern,BY
9175,199509175,1995,Landkreis Ebersberg,36.800000000000004,Bayern,BY
9175,199809175,1998,Landkreis Ebersberg,42.2,Bayern,BY
9175,200109175,2001,Landkreis Ebersberg,45.300000000000004,Bayern,BY
9175,200409175,2004,Landkreis Ebersberg,40.5,Bayern,BY
9175,200709175,2007,Landkreis Ebersberg,44.0,Bayern,BY
9175,201009175,2010,Landkreis Ebersberg,44.2,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,48.300000000000004,Bayern,BY
9175,201409175,2014,Landkreis Ebersberg,49.900000000000006,Bayern,BY
9176,199509176,1995,Landkreis Eichstätt,30.400000000000002,Bayern,BY
9176,199809176,1998,Landkreis Eichstätt,33.0,Bayern,BY
9176,200109176,2001,Landkreis Eichstätt,34.2,Bayern,BY
9176,200409176,2004,Landkreis Eichstätt,32.9,Bayern,BY
9176,200709176,2007,Landkreis Eichstätt,35.4,Bayern,BY
9176,201009176,2010,Landkreis Eichstätt,36.9,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,44.5,Bayern,BY
9176,201409176,2014,Landkreis Eichstätt,45.800000000000004,Bayern,BY
9177,199509177,1995,Landkreis Erding,31.1,Bayern,BY
9177,199809177,1998,Landkreis Erding,34.800000000000004,Bayern,BY
9177,200109177,2001,Landkreis Erding,38.0,Bayern,BY
9177,200409177,2004,Landkreis Erding,35.1,Bayern,BY
9177,200709177,2007,Landkreis Erding,36.800000000000004,Bayern,BY
9177,201009177,2010,Landkreis Erding,38.2,Bayern,BY
9177,201309177,2013,Landkreis Erding,42.5,Bayern,BY
9177,201409177,2014,Landkreis Erding,43.7,Bayern,BY
9178,199509178,1995,Landkreis Freising,32.4,Bayern,BY
9178,199809178,1998,Landkreis Freising,36.300000000000004,Bayern,BY
9178,200109178,2001,Landkreis Freising,38.6,Bayern,BY
9178,200409178,2004,Landkreis Freising,35.6,Bayern,BY
9178,200709178,2007,Landkreis Freising,37.1,Bayern,BY
9178,201009178,2010,Landkreis Freising,37.7,Bayern,BY
9178,201309178,2013,Landkreis Freising,41.5,Bayern,BY
9178,201409178,2014,Landkreis Freising,42.5,Bayern,BY
9179,199509179,1995,Landkreis Fürstenfeldbruck,35.4,Bayern,BY
9179,199809179,1998,Landkreis Fürstenfeldbruck,39.300000000000004,Bayern,BY
9179,200109179,2001,Landkreis Fürstenfeldbruck,41.1,Bayern,BY
9179,200409179,2004,Landkreis Fürstenfeldbruck,37.2,Bayern,BY
9179,200709179,2007,Landkreis Fürstenfeldbruck,39.6,Bayern,BY
9179,201009179,2010,Landkreis Fürstenfeldbruck,40.0,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,44.1,Bayern,BY
9179,201409179,2014,Landkreis Fürstenfeldbruck,45.2,Bayern,BY
9180,199509180,1995,Landkreis Garmisch-Partenkirchen,29.900000000000002,Bayern,BY
9180,199809180,1998,Landkreis Garmisch-Partenkirchen,30.6,Bayern,BY
9180,200109180,2001,Landkreis Garmisch-Partenkirchen,32.4,Bayern,BY
9180,200409180,2004,Landkreis Garmisch-Partenkirchen,29.1,Bayern,BY
9180,200709180,2007,Landkreis Garmisch-Partenkirchen,32.0,Bayern,BY
9180,201009180,2010,Landkreis Garmisch-Partenkirchen,33.5,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,35.7,Bayern,BY
9180,201409180,2014,Landkreis Garmisch-Partenkirchen,37.4,Bayern,BY
9181,199509181,1995,Landkreis Landsberg am Lech,32.300000000000004,Bayern,BY
9181,199809181,1998,Landkreis Landsberg am Lech,36.6,Bayern,BY
9181,200109181,2001,Landkreis Landsberg am Lech,39.1,Bayern,BY
9181,200409181,2004,Landkreis Landsberg am Lech,34.800000000000004,Bayern,BY
9181,200709181,2007,Landkreis Landsberg am Lech,38.6,Bayern,BY
9181,201009181,2010,Landkreis Landsberg am Lech,38.400000000000006,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,42.900000000000006,Bayern,BY
9181,201409181,2014,Landkreis Landsberg am Lech,44.5,Bayern,BY
9182,199509182,1995,Landkreis Miesbach,34.0,Bayern,BY
9182,199809182,1998,Landkreis Miesbach,38.6,Bayern,BY
9182,200109182,2001,Landkreis Miesbach,41.0,Bayern,BY
9182,200409182,2004,Landkreis Miesbach,36.2,Bayern,BY
9182,200709182,2007,Landkreis Miesbach,41.900000000000006,Bayern,BY
9182,201009182,2010,Landkreis Miesbach,40.1,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,47.0,Bayern,BY
9182,201409182,2014,Landkreis Miesbach,47.5,Bayern,BY
9183,199509183,1995,Landkreis Mühldorf am Inn,29.400000000000002,Bayern,BY
9183,199809183,1998,Landkreis Mühldorf am Inn,32.6,Bayern,BY
9183,200109183,2001,Landkreis Mühldorf am Inn,32.5,Bayern,BY
9183,200409183,2004,Landkreis Mühldorf am Inn,30.400000000000002,Bayern,BY
9183,200709183,2007,Landkreis Mühldorf am Inn,31.900000000000002,Bayern,BY
9183,201009183,2010,Landkreis Mühldorf am Inn,32.7,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,37.0,Bayern,BY
9183,201409183,2014,Landkreis Mühldorf am Inn,38.0,Bayern,BY
9184,199509184,1995,Landkreis München (Land),44.300000000000004,Bayern,BY
9184,199809184,1998,Landkreis München (Land),49.7,Bayern,BY
9184,200109184,2001,Landkreis München (Land),53.7,Bayern,BY
9184,200409184,2004,Landkreis München (Land),46.0,Bayern,BY
9184,200709184,2007,Landkreis München (Land),51.6,Bayern,BY
9184,201009184,2010,Landkreis München (Land),51.6,Bayern,BY
9184,201309184,2013,Landkreis München (Land),56.6,Bayern,BY
9184,201409184,2014,Landkreis München (Land),57.900000000000006,Bayern,BY
9185,199509185,1995,Landkreis Neuburg-Schrobenhausen,29.400000000000002,Bayern,BY
9185,199809185,1998,Landkreis Neuburg-Schrobenhausen,29.400000000000002,Bayern,BY
9185,200109185,2001,Landkreis Neuburg-Schrobenhausen,31.6,Bayern,BY
9185,200409185,2004,Landkreis Neuburg-Schrobenhausen,29.700000000000003,Bayern,BY
9185,200709185,2007,Landkreis Neuburg-Schrobenhausen,31.6,Bayern,BY
9185,201009185,2010,Landkreis Neuburg-Schrobenhausen,33.1,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,37.800000000000004,Bayern,BY
9185,201409185,2014,Landkreis Neuburg-Schrobenhausen,39.1,Bayern,BY
9186,199509186,1995,Landkreis Pfaffenhofen an der Ilm,30.8,Bayern,BY
9186,199809186,1998,Landkreis Pfaffenhofen an der Ilm,33.300000000000004,Bayern,BY
9186,200109186,2001,Landkreis Pfaffenhofen an der Ilm,37.9,Bayern,BY
9186,200409186,2004,Landkreis Pfaffenhofen an der Ilm,33.9,Bayern,BY
9186,200709186,2007,Landkreis Pfaffenhofen an der Ilm,36.300000000000004,Bayern,BY
9186,201009186,2010,Landkreis Pfaffenhofen an der Ilm,37.6,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,42.1,Bayern,BY
9186,201409186,2014,Landkreis Pfaffenhofen an der Ilm,43.900000000000006,Bayern,BY
9187,199509187,1995,Landkreis Rosenheim (Land),31.900000000000002,Bayern,BY
9187,199809187,1998,Landkreis Rosenheim (Land),34.1,Bayern,BY
9187,200109187,2001,Landkreis Rosenheim (Land),36.0,Bayern,BY
9187,200409187,2004,Landkreis Rosenheim (Land),32.9,Bayern,BY
9187,200709187,2007,Landkreis Rosenheim (Land),37.300000000000004,Bayern,BY
9187,201009187,2010,Landkreis Rosenheim (Land),36.2,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),40.400000000000006,Bayern,BY
9187,201409187,2014,Landkreis Rosenheim (Land),42.1,Bayern,BY
9188,199509188,1995,Landkreis Starnberg,45.7,Bayern,BY
9188,199809188,1998,Landkreis Starnberg,57.400000000000006,Bayern,BY
9188,200109188,2001,Landkreis Starnberg,56.900000000000006,Bayern,BY
9188,200409188,2004,Landkreis Starnberg,49.2,Bayern,BY
9188,200709188,2007,Landkreis Starnberg,56.7,Bayern,BY
9188,201009188,2010,Landkreis Starnberg,55.800000000000004,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,63.7,Bayern,BY
9188,201409188,2014,Landkreis Starnberg,64.4,Bayern,BY
9189,199509189,1995,Landkreis Traunstein,29.3,Bayern,BY
9189,199809189,1998,Landkreis Traunstein,31.3,Bayern,BY
9189,200109189,2001,Landkreis Traunstein,33.2,Bayern,BY
9189,200409189,2004,Landkreis Traunstein,29.3,Bayern,BY
9189,200709189,2007,Landkreis Traunstein,32.300000000000004,Bayern,BY
9189,201009189,2010,Landkreis Traunstein,33.1,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,37.300000000000004,Bayern,BY
9189,201409189,2014,Landkreis Traunstein,38.7,Bayern,BY
9190,199509190,1995,Landkreis Weilheim-Schongau,30.8,Bayern,BY
9190,199809190,1998,Landkreis Weilheim-Schongau,33.7,Bayern,BY
9190,200109190,2001,Landkreis Weilheim-Schongau,34.7,Bayern,BY
9190,200409190,2004,Landkreis Weilheim-Schongau,31.700000000000003,Bayern,BY
9190,200709190,2007,Landkreis Weilheim-Schongau,34.300000000000004,Bayern,BY
9190,201009190,2010,Landkreis Weilheim-Schongau,35.0,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,38.5,Bayern,BY
9190,201409190,2014,Landkreis Weilheim-Schongau,39.900000000000006,Bayern,BY
9261,199509261,1995,Landshut,30.200000000000003,Bayern,BY
9261,199809261,1998,Landshut,33.9,Bayern,BY
9261,200109261,2001,Landshut,35.1,Bayern,BY
9261,200409261,2004,Landshut,32.2,Bayern,BY
9261,200709261,2007,Landshut,33.4,Bayern,BY
9261,201009261,2010,Landshut,34.7,Bayern,BY
9261,201309261,2013,Landshut,41.6,Bayern,BY
9261,201409261,2014,Landshut,41.6,Bayern,BY
9262,199509262,1995,Passau,29.400000000000002,Bayern,BY
9262,199809262,1998,Passau,30.1,Bayern,BY
9262,200109262,2001,Passau,31.3,Bayern,BY
9262,200409262,2004,Passau,28.6,Bayern,BY
9262,200709262,2007,Passau,29.5,Bayern,BY
9262,201009262,2010,Passau,29.3,Bayern,BY
9262,201309262,2013,Passau,32.5,Bayern,BY
9262,201409262,2014,Passau,33.800000000000004,Bayern,BY
9263,199509263,1995,Straubing,30.700000000000003,Bayern,BY
9263,199809263,1998,Straubing,32.1,Bayern,BY
9263,200109263,2001,Straubing,33.5,Bayern,BY
9263,200409263,2004,Straubing,30.6,Bayern,BY
9263,200709263,2007,Straubing,31.0,Bayern,BY
9263,201009263,2010,Straubing,32.0,Bayern,BY
9263,201309263,2013,Straubing,35.4,Bayern,BY
9263,201409263,2014,Straubing,35.6,Bayern,BY
9271,199509271,1995,Landkreis Deggendorf,28.1,Bayern,BY
9271,199809271,1998,Landkreis Deggendorf,29.0,Bayern,BY
9271,200109271,2001,Landkreis Deggendorf,29.8,Bayern,BY
9271,200409271,2004,Landkreis Deggendorf,28.3,Bayern,BY
9271,200709271,2007,Landkreis Deggendorf,29.5,Bayern,BY
9271,201009271,2010,Landkreis Deggendorf,29.900000000000002,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,33.9,Bayern,BY
9271,201409271,2014,Landkreis Deggendorf,35.5,Bayern,BY
9272,199509272,1995,Landkreis Freyung-Grafenau,25.400000000000002,Bayern,BY
9272,199809272,1998,Landkreis Freyung-Grafenau,26.0,Bayern,BY
9272,200109272,2001,Landkreis Freyung-Grafenau,26.1,Bayern,BY
9272,200409272,2004,Landkreis Freyung-Grafenau,24.5,Bayern,BY
9272,200709272,2007,Landkreis Freyung-Grafenau,25.5,Bayern,BY
9272,201009272,2010,Landkreis Freyung-Grafenau,26.200000000000003,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,29.900000000000002,Bayern,BY
9272,201409272,2014,Landkreis Freyung-Grafenau,30.900000000000002,Bayern,BY
9273,199509273,1995,Landkreis Kehlheim,29.200000000000003,Bayern,BY
9273,199809273,1998,Landkreis Kehlheim,30.8,Bayern,BY
9273,200109273,2001,Landkreis Kehlheim,31.700000000000003,Bayern,BY
9273,200409273,2004,Landkreis Kehlheim,30.5,Bayern,BY
9273,200709273,2007,Landkreis Kehlheim,32.6,Bayern,BY
9273,201009273,2010,Landkreis Kehlheim,33.1,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,37.0,Bayern,BY
9273,201409273,2014,Landkreis Kehlheim,38.2,Bayern,BY
9274,199509274,1995,Landkreis Landshut (Land),29.8,Bayern,BY
9274,199809274,1998,Landkreis Landshut (Land),31.0,Bayern,BY
9274,200109274,2001,Landkreis Landshut (Land),34.800000000000004,Bayern,BY
9274,200409274,2004,Landkreis Landshut (Land),32.0,Bayern,BY
9274,200709274,2007,Landkreis Landshut (Land),33.4,Bayern,BY
9274,201009274,2010,Landkreis Landshut (Land),34.6,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),39.2,Bayern,BY
9274,201409274,2014,Landkreis Landshut (Land),40.1,Bayern,BY
9275,199509275,1995,Landkreis Passau (Land),26.8,Bayern,BY
9275,199809275,1998,Landkreis Passau (Land),27.0,Bayern,BY
9275,200109275,2001,Landkreis Passau (Land),28.900000000000002,Bayern,BY
9275,200409275,2004,Landkreis Passau (Land),26.700000000000003,Bayern,BY
9275,200709275,2007,Landkreis Passau (Land),28.900000000000002,Bayern,BY
9275,201009275,2010,Landkreis Passau (Land),28.8,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),32.7,Bayern,BY
9275,201409275,2014,Landkreis Passau (Land),33.7,Bayern,BY
9276,199509276,1995,Landkreis Regen,25.200000000000003,Bayern,BY
9276,199809276,1998,Landkreis Regen,24.5,Bayern,BY
9276,200109276,2001,Landkreis Regen,26.200000000000003,Bayern,BY
9276,200409276,2004,Landkreis Regen,25.3,Bayern,BY
9276,200709276,2007,Landkreis Regen,26.3,Bayern,BY
9276,201009276,2010,Landkreis Regen,27.400000000000002,Bayern,BY
9276,201309276,2013,Landkreis Regen,30.8,Bayern,BY
9276,201409276,2014,Landkreis Regen,31.8,Bayern,BY
9277,199509277,1995,Landkreis Rottal-Inn,27.8,Bayern,BY
9277,199809277,1998,Landkreis Rottal-Inn,28.3,Bayern,BY
9277,200109277,2001,Landkreis Rottal-Inn,29.900000000000002,Bayern,BY
9277,200409277,2004,Landkreis Rottal-Inn,28.1,Bayern,BY
9277,200709277,2007,Landkreis Rottal-Inn,29.700000000000003,Bayern,BY
9277,201009277,2010,Landkreis Rottal-Inn,30.8,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,34.300000000000004,Bayern,BY
9277,201409277,2014,Landkreis Rottal-Inn,35.4,Bayern,BY
9278,199509278,1995,Landkreis Straubing-Bogen,28.200000000000003,Bayern,BY
9278,199809278,1998,Landkreis Straubing-Bogen,29.6,Bayern,BY
9278,200109278,2001,Landkreis Straubing-Bogen,31.400000000000002,Bayern,BY
9278,200409278,2004,Landkreis Straubing-Bogen,30.200000000000003,Bayern,BY
9278,200709278,2007,Landkreis Straubing-Bogen,32.0,Bayern,BY
9278,201009278,2010,Landkreis Straubing-Bogen,32.6,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,37.1,Bayern,BY
9278,201409278,2014,Landkreis Straubing-Bogen,37.5,Bayern,BY
9279,199509279,1995,Landkreis Dingolfing-Landau,30.0,Bayern,BY
9279,199809279,1998,Landkreis Dingolfing-Landau,31.6,Bayern,BY
9279,200109279,2001,Landkreis Dingolfing-Landau,33.5,Bayern,BY
9279,200409279,2004,Landkreis Dingolfing-Landau,32.800000000000004,Bayern,BY
9279,200709279,2007,Landkreis Dingolfing-Landau,32.7,Bayern,BY
9279,201009279,2010,Landkreis Dingolfing-Landau,29.1,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,33.300000000000004,Bayern,BY
9279,201409279,2014,Landkreis Dingolfing-Landau,34.2,Bayern,BY
9361,199509361,1995,Amberg,29.8,Bayern,BY
9361,199809361,1998,Amberg,34.0,Bayern,BY
9361,200109361,2001,Amberg,30.8,Bayern,BY
9361,200409361,2004,Amberg,27.700000000000003,Bayern,BY
9361,200709361,2007,Amberg,31.0,Bayern,BY
9361,201009361,2010,Amberg,31.1,Bayern,BY
9361,201309361,2013,Amberg,34.7,Bayern,BY
9361,201409361,2014,Amberg,39.300000000000004,Bayern,BY
9362,199509362,1995,Regensburg,29.5,Bayern,BY
9362,199809362,1998,Regensburg,32.4,Bayern,BY
9362,200109362,2001,Regensburg,33.7,Bayern,BY
9362,200409362,2004,Regensburg,30.700000000000003,Bayern,BY
9362,200709362,2007,Regensburg,34.7,Bayern,BY
9362,201009362,2010,Regensburg,35.1,Bayern,BY
9362,201309362,2013,Regensburg,38.5,Bayern,BY
9362,201409362,2014,Regensburg,40.1,Bayern,BY
9363,199509363,1995,Weiden in der Oberpfalz,30.6,Bayern,BY
9363,199809363,1998,Weiden in der Oberpfalz,31.6,Bayern,BY
9363,200109363,2001,Weiden in der Oberpfalz,32.2,Bayern,BY
9363,200409363,2004,Weiden in der Oberpfalz,28.6,Bayern,BY
9363,200709363,2007,Weiden in der Oberpfalz,29.3,Bayern,BY
9363,201009363,2010,Weiden in der Oberpfalz,30.1,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,32.1,Bayern,BY
9363,201409363,2014,Weiden in der Oberpfalz,34.1,Bayern,BY
9371,199509371,1995,Landkreis Amberg-Sulzbach,27.6,Bayern,BY
9371,199809371,1998,Landkreis Amberg-Sulzbach,28.3,Bayern,BY
9371,200109371,2001,Landkreis Amberg-Sulzbach,28.8,Bayern,BY
9371,200409371,2004,Landkreis Amberg-Sulzbach,26.1,Bayern,BY
9371,200709371,2007,Landkreis Amberg-Sulzbach,28.1,Bayern,BY
9371,201009371,2010,Landkreis Amberg-Sulzbach,29.3,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,33.300000000000004,Bayern,BY
9371,201409371,2014,Landkreis Amberg-Sulzbach,34.7,Bayern,BY
9372,199509372,1995,Landkreis Cham,26.200000000000003,Bayern,BY
9372,199809372,1998,Landkreis Cham,27.1,Bayern,BY
9372,200109372,2001,Landkreis Cham,27.700000000000003,Bayern,BY
9372,200409372,2004,Landkreis Cham,26.1,Bayern,BY
9372,200709372,2007,Landkreis Cham,27.8,Bayern,BY
9372,201009372,2010,Landkreis Cham,28.900000000000002,Bayern,BY
9372,201309372,2013,Landkreis Cham,32.5,Bayern,BY
9372,201409372,2014,Landkreis Cham,33.7,Bayern,BY
