Schluessel,YearSchluessel,Year,Stadt-/Landkreis,Durchschnittsalter Gesamtbevölkerung,Durchschnittsalter weibliche Bevölkerung,Durchschnittsalter männliche Bevölkerung,Anteil Personen mit MHG an der Gesamtbevölkerung in %,Anteil Personen mit MHG 0 bis 19 Jahre in %,Anteil Personen mit MHG 20 bis 59 Jahre in %,Anteil Personen mit MHG 60 Jahre und älter in %,LAND_NAME,LAND_ABK
12067,201112067,2011,Landkreis Oder-Spree,46.300000000000004,47.800000000000004,44.800000000000004,4.0,7.5,4.0,2.4000000000000004,Brandenburg,BB
12068,201112068,2011,Landkreis Ostprignitz-Ruppin,45.900000000000006,47.5,44.300000000000004,3.1,6.2,3.0,1.7000000000000002,Brandenburg,BB
12069,201112069,2011,Landkreis Potsdam-Mittelmark,44.300000000000004,45.5,43.1,4.6000000000000005,9.1,4.5,1.8,Brandenburg,BB
12070,201112070,2011,Landkreis Prignitz,47.6,49.6,45.400000000000006,2.7,3.1,3.0,2.0,Brandenburg,BB
12071,201112071,2011,Landkreis Spree-Neiße,47.1,48.900000000000006,45.300000000000004,3.7,7.0,3.5,2.7,Brandenburg,BB
12072,201112072,2011,Landkreis Teltow-Fläming,44.5,46.0,43.0,4.9,8.200000000000001,5.1000000000000005,2.4000000000000004,Brandenburg,BB
12073,201112073,2011,Landkreis Uckermark,46.7,48.300000000000004,45.0,3.8000000000000003,5.9,4.2,2.2,Brandenburg,BB
13001,201113001,2011,Greifswald,41.1,42.400000000000006,39.7,5.800000000000001,8.6,6.6000000000000005,,Mecklenburg-Vorpommern,MV
13002,201113002,2011,Neubrandenburg,44.7,46.300000000000004,43.0,3.9000000000000004,8.200000000000001,3.3000000000000003,2.9000000000000004,Mecklenburg-Vorpommern,MV
13003,201113003,2011,Rostock,43.900000000000006,45.6,42.2,6.4,12.0,6.9,2.7,Mecklenburg-Vorpommern,MV
13004,201113004,2011,Schwerin,45.5,47.400000000000006,43.300000000000004,7.6000000000000005,14.700000000000001,7.5,4.0,Mecklenburg-Vorpommern,MV
13005,201113005,2011,Stralsund,45.5,47.300000000000004,43.5,3.6,8.0,3.8000000000000003,,Mecklenburg-Vorpommern,MV
13006,201113006,2011,Wismar,45.6,47.7,43.400000000000006,6.300000000000001,12.3,6.7,,Mecklenburg-Vorpommern,MV
13051,201113051,2011,Landkreis Bad Doberan,44.6,45.800000000000004,43.400000000000006,2.8000000000000003,3.8000000000000003,3.1,1.7000000000000002,Mecklenburg-Vorpommern,MV
13052,201113052,2011,Landkreis Demmin,46.1,48.1,44.1,2.0,,2.1,,Mecklenburg-Vorpommern,MV
13053,201113053,2011,Landkreis Güstrow,45.400000000000006,47.2,43.7,2.4000000000000004,2.9000000000000004,2.3000000000000003,2.4000000000000004,Mecklenburg-Vorpommern,MV
13054,201113054,2011,Landkreis Ludwigslust,44.400000000000006,46.1,42.7,3.3000000000000003,4.4,3.0,3.1,Mecklenburg-Vorpommern,MV
13055,201113055,2011,Landkreis Mecklenburg-Strelitz,46.1,47.6,44.5,2.0,,2.3000000000000003,,Mecklenburg-Vorpommern,MV
13056,201113056,2011,Landkreis Müritz,45.5,47.2,43.800000000000004,3.7,5.4,3.9000000000000004,,Mecklenburg-Vorpommern,MV
13057,201113057,2011,Landkreis Nordvorpommern,46.1,47.6,44.5,2.3000000000000003,3.2,2.2,1.9000000000000001,Mecklenburg-Vorpommern,MV
13058,201113058,2011,Landkreis Nordwestmecklenburg,43.800000000000004,45.2,42.5,2.9000000000000004,4.2,2.9000000000000004,1.9000000000000001,Mecklenburg-Vorpommern,MV
13059,201113059,2011,Landkreis Ostvorpommern,46.1,47.6,44.6,3.1,5.9,3.2,1.3,Mecklenburg-Vorpommern,MV
13060,201113060,2011,Landkreis Parchim,46.0,47.800000000000004,44.2,3.2,5.1000000000000005,3.3000000000000003,1.8,Mecklenburg-Vorpommern,MV
13061,201113061,2011,Landkreis Rügen,46.400000000000006,48.0,44.7,2.5,3.8000000000000003,3.0,,Mecklenburg-Vorpommern,MV
13062,201113062,2011,Landkreis Uecker-Randow,46.6,48.5,44.6,4.0,7.7,4.2,,Mecklenburg-Vorpommern,MV
13071,201113071,2011,Landkreis Mecklenburgische Seenplatte,,,,,,,,Mecklenburg-Vorpommern,MV
13072,201113072,2011,Landkreis Rostock,,,,,,,,Mecklenburg-Vorpommern,MV
13073,201113073,2011,Landkreis Vorpommern-Rügen,,,,,,,,Mecklenburg-Vorpommern,MV
13074,201113074,2011,Landkreis Nordwestmecklenburg,,,,,,,,Mecklenburg-Vorpommern,MV
13075,201113075,2011,Landkreis Vorpommern-Greifswald,,,,,,,,Mecklenburg-Vorpommern,MV
13076,201113076,2011,Landkreis Ludwigslust-Parchim,,,,,,,,Mecklenburg-Vorpommern,MV
14511,201114511,2011,Chemnitz,46.7,48.800000000000004,44.5,6.5,12.5,7.5,2.4000000000000004,Sachsen,SN
14521,201114521,2011,Erzgebirgskreis,46.800000000000004,48.800000000000004,44.800000000000004,1.8,3.5,1.9000000000000001,0.9,Sachsen,SN
14522,201114522,2011,Landkreis Mittelsachsen,46.7,48.7,44.6,2.6,5.2,2.8000000000000003,1.2000000000000002,Sachsen,SN
14523,201114523,2011,Vogtlandkreis,47.6,49.7,45.300000000000004,3.5,7.5,3.7,1.3,Sachsen,SN
14524,201114524,2011,Kreis Zwickau,47.300000000000004,49.300000000000004,45.1,3.1,6.0,3.3000000000000003,1.4000000000000001,Sachsen,SN
14612,201114612,2011,Dresden,42.6,44.300000000000004,40.900000000000006,7.300000000000001,13.700000000000001,8.0,2.4000000000000004,Sachsen,SN
14625,201114625,2011,Landkreis Bautzen,46.300000000000004,48.300000000000004,44.400000000000006,3.2,5.6000000000000005,3.3000000000000003,1.9000000000000001,Sachsen,SN
14626,201114626,2011,Landkreis Görlitz,47.5,49.5,45.300000000000004,4.5,8.3,4.7,2.5,Sachsen,SN
14627,201114627,2011,Landkreis Meissen,46.400000000000006,48.400000000000006,44.300000000000004,3.3000000000000003,5.6000000000000005,3.6,1.9000000000000001,Sachsen,SN
14628,201114628,2011,Landkreis Sächsische Schweiz-Osterzgebirge,46.300000000000004,48.1,44.5,2.9000000000000004,4.7,3.4000000000000004,1.2000000000000002,Sachsen,SN
14713,201114713,2011,Leipzig,43.5,45.300000000000004,41.6,8.1,13.600000000000001,8.9,3.6,Sachsen,SN
14729,201114729,2011,Landkreis Leipzig,46.2,47.900000000000006,44.400000000000006,2.8000000000000003,4.3,3.0,1.6,Sachsen,SN
14730,201114730,2011,Landkreis Nordsachsen,46.0,47.900000000000006,44.1,2.7,3.5,2.9000000000000004,1.8,Sachsen,SN
15001,201115001,2011,Dessau-Rosslau,48.1,49.900000000000006,46.2,4.5,9.600000000000001,5.2,1.6,Sachsen-Anhalt,ST
15002,201115002,2011,Halle (Saale),44.300000000000004,45.800000000000004,42.6,6.9,13.5,7.800000000000001,2.1,Sachsen-Anhalt,ST
15003,201115003,2011,Magdeburg,44.7,46.7,42.5,7.2,13.9,7.7,3.1,Sachsen-Anhalt,ST
15081,201115081,2011,Altmarkkreis Salzwedel,45.1,47.0,43.2,3.6,5.5,3.5,2.6,Sachsen-Anhalt,ST
15082,201115082,2011,Landkreis Anhalt-Bitterfeld,47.0,49.0,44.900000000000006,3.5,6.1000000000000005,3.7,2.0,Sachsen-Anhalt,ST
15083,201115083,2011,Landkreis Börde,45.1,46.7,43.400000000000006,2.8000000000000003,5.2,2.7,1.7000000000000002,Sachsen-Anhalt,ST
15084,201115084,2011,Burgenlandkreis,47.400000000000006,49.5,45.2,3.0,4.0,3.5,1.8,Sachsen-Anhalt,ST
15085,201115085,2011,Landkreis Harz,47.0,49.0,44.900000000000006,2.7,4.800000000000001,3.0,1.4000000000000001,Sachsen-Anhalt,ST
15086,201115086,2011,Landkreis Jerichower Land,46.2,48.0,44.400000000000006,2.4000000000000004,5.5,2.3000000000000003,1.2000000000000002,Sachsen-Anhalt,ST
15087,201115087,2011,Landkreis Mansfeld-Südharz,47.800000000000004,49.6,45.900000000000006,2.4000000000000004,5.1000000000000005,2.1,1.8,Sachsen-Anhalt,ST
15088,201115088,2011,Saalekreis,45.900000000000006,47.6,44.1,2.9000000000000004,6.0,2.9000000000000004,1.5,Sachsen-Anhalt,ST
15089,201115089,2011,Salzlandkreis,47.1,49.0,45.0,3.0,5.9,3.4000000000000004,1.2000000000000002,Sachsen-Anhalt,ST
15090,201115090,2011,Landkreis Stendal,45.6,47.2,44.0,2.4000000000000004,3.6,2.3000000000000003,1.9000000000000001,Sachsen-Anhalt,ST
15091,201115091,2011,Landkreis Wittenberg,47.400000000000006,49.5,45.2,2.4000000000000004,4.6000000000000005,2.6,1.2000000000000002,Sachsen-Anhalt,ST
16051,201116051,2011,Erfurt,43.5,44.900000000000006,42.0,6.4,12.9,6.6000000000000005,2.2,Thüringen,TH
16052,201116052,2011,Gera,47.5,49.5,45.300000000000004,5.4,8.8,5.800000000000001,3.5,Thüringen,TH
16053,201116053,2011,Jena,41.7,43.2,40.2,6.6000000000000005,9.0,7.800000000000001,2.7,Thüringen,TH
16054,201116054,2011,Suhl,48.6,50.400000000000006,46.6,4.4,8.9,4.800000000000001,2.2,Thüringen,TH
16055,201116055,2011,Weimar,43.0,44.900000000000006,40.900000000000006,7.9,10.100000000000001,9.700000000000001,2.7,Thüringen,TH
16056,201116056,2011,Eisenach,45.900000000000006,47.800000000000004,43.800000000000004,5.300000000000001,10.600000000000001,6.1000000000000005,,Thüringen,TH
16061,201116061,2011,Landkreis Eichsfeld,43.7,45.1,42.2,3.2,6.300000000000001,3.2,1.4000000000000001,Thüringen,TH
16062,201116062,2011,Landkreis Nordhausen,45.900000000000006,47.6,44.1,2.9000000000000004,3.4000000000000004,3.5,1.7000000000000002,Thüringen,TH
16063,201116063,2011,Landkreis Wartburgkreis,45.6,47.300000000000004,43.900000000000006,2.8000000000000003,4.7,2.9000000000000004,1.7000000000000002,Thüringen,TH
16064,201116064,2011,Landkreis Unstrut-Hainich-Kreis,45.1,46.800000000000004,43.300000000000004,2.3000000000000003,4.3,2.1,1.8,Thüringen,TH
16065,201116065,2011,Landkreis Kyffhäuserkreis,46.6,48.6,44.6,2.3000000000000003,4.7,2.2,1.3,Thüringen,TH
16066,201116066,2011,Landkreis Schmalkalden-Meiningen,46.2,48.0,44.300000000000004,2.0,3.3000000000000003,2.2,1.0,Thüringen,TH
16067,201116067,2011,Landkreis Gotha,45.6,47.300000000000004,43.800000000000004,3.6,7.2,3.8000000000000003,1.2000000000000002,Thüringen,TH
16068,201116068,2011,Landkreis Sömmerda,45.2,46.800000000000004,43.5,2.5,3.3000000000000003,2.7,1.5,Thüringen,TH
16069,201116069,2011,Landkreis Hildburghausen,45.400000000000006,47.400000000000006,43.5,2.2,5.0,2.2,,Thüringen,TH
16070,201116070,2011,Landkreis Ilm-Kreis,45.6,47.7,43.5,4.6000000000000005,7.7,5.300000000000001,1.9000000000000001,Thüringen,TH
16071,201116071,2011,Landkreis Weimarer Land,44.7,46.1,43.300000000000004,1.9000000000000001,2.8000000000000003,2.2,,Thüringen,TH
16072,201116072,2011,Landkreis Sonneberg,47.1,49.2,45.0,2.9000000000000004,5.4,3.0,1.5,Thüringen,TH
16073,201116073,2011,Landkreis Saalfeld-Rudolstadt,47.6,49.800000000000004,45.300000000000004,2.6,5.0,2.9000000000000004,1.3,Thüringen,TH
16074,201116074,2011,Landkreis Saale-Holzland-Kreis,45.800000000000004,47.400000000000006,44.1,2.3000000000000003,,2.3000000000000003,,Thüringen,TH
16075,201116075,2011,Landkreis Saale-Orla-Kreis,46.300000000000004,48.2,44.400000000000006,2.2,4.2,2.4000000000000004,,Thüringen,TH
16076,201116076,2011,Landkreis Greiz,47.6,49.6,45.5,2.0,2.8000000000000003,2.3000000000000003,1.1,Thüringen,TH
16077,201116077,2011,Landkreis Altenburger Land,48.1,50.1,46.0,1.9000000000000001,2.6,2.1,1.1,Thüringen,TH
